station_name,latitude,longitude,month,day_of_week,holiday,time_type,malfunction_cause,malfunction_cause_group,rain_bins,wind_bins,temp_bins,duration_minutes
Veenendaal Centrum,52.020000457764,5.548611164093,March,Saturday,nonholiday,off-peak,tree on the track,external,high,high,chilly,73
Veenendaal West,52.028057098389,5.531388759613,March,Saturday,nonholiday,off-peak,tree on the track,external,high,high,chilly,73
Utrecht Vaartsche Rijn,52.078889,5.121667,March,Saturday,nonholiday,off-peak,tree on the track,external,high,high,chilly,73
Heerenveen,52.961387634277,5.9141664505005,March,Saturday,nonholiday,off-peak,tree on the track,external,high,high,chilly,50
Meppel,52.69083404540999,6.1975002288818,March,Saturday,nonholiday,off-peak,tree on the track,external,high,high,chilly,50
Steenwijk,52.791510992432,6.114555763244599,March,Saturday,nonholiday,off-peak,tree on the track,external,high,high,chilly,50
Wolvega,52.880832672119,6.0036110877991,March,Saturday,nonholiday,off-peak,tree on the track,external,high,high,chilly,50
Heerenveen IJsstadion,52.935276031494,5.943888664245598,March,Saturday,nonholiday,off-peak,tree on the track,external,high,high,chilly,50
Abcoude,52.2785,4.977,March,Saturday,nonholiday,off-peak,an animal on the railway track,external,high,high,chilly,66
Amsterdam Bijlmer ArenA,52.3122215271,4.9469442367554,March,Saturday,nonholiday,off-peak,an animal on the railway track,external,high,high,chilly,66
Amsterdam Zuid,52.338889,4.872356,March,Saturday,nonholiday,off-peak,an animal on the railway track,external,high,high,chilly,66
Amsterdam Holendrecht,52.29844,4.95972,March,Saturday,nonholiday,off-peak,an animal on the railway track,external,high,high,chilly,66
Breukelen,52.17149000000001,4.9906,March,Saturday,nonholiday,off-peak,an animal on the railway track,external,high,high,chilly,66
Duivendrecht,52.323333740234006,4.9363889694214,March,Saturday,nonholiday,off-peak,an animal on the railway track,external,high,high,chilly,66
Maarssen,52.135276794434006,5.0336112976074014,March,Saturday,nonholiday,off-peak,an animal on the railway track,external,high,high,chilly,66
Amsterdam RAI,52.337223052979,4.8902778625488,March,Saturday,nonholiday,off-peak,an animal on the railway track,external,high,high,chilly,66
Schiphol Airport,52.30944442749001,4.7619442939758,March,Saturday,nonholiday,off-peak,an animal on the railway track,external,high,high,chilly,66
Utrecht Centraal,52.088890075684006,5.1102776527405,March,Saturday,nonholiday,off-peak,an animal on the railway track,external,high,high,chilly,66
Utrecht Zuilen,52.103055,5.09,March,Saturday,nonholiday,off-peak,an animal on the railway track,external,high,high,chilly,66
Heemstede-Aerdenhout,52.35916519165,4.6066665649414,March,Saturday,nonholiday,off-peak,collision,accidents,high,high,chilly,24
Hillegom,52.302501678466996,4.565555572509799,March,Saturday,nonholiday,off-peak,collision,accidents,high,high,chilly,24
Bunde,50.896945953369,5.7366666793823,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,71
Beek-Elsloo,50.94749832153301,5.786666870117201,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,71
Geleen-Lutterade,50.975555419921996,5.8247222900391,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,71
Maastricht,50.850276947021,5.7055554389954,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,71
Sittard,51.001667022705,5.8586111068726,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,71
Heerlen,50.89083480835,5.9749999046326,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,50
Landgraaf,50.896389007568,6.019166469574,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,50
Heeze,51.38499832153301,5.5694446563721005,March,Sunday,nonholiday,off-peak,collision,accidents,high,high,chilly,45
Maarheeze,51.30376236035,5.630342960357701,March,Sunday,nonholiday,off-peak,collision,accidents,high,high,chilly,45
Gilze-Rijen,51.583610534668,4.9261112213135,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,58
Tilburg,51.560554504395,5.0836110115050985,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,58
Tilburg Reeshof,51.57361221313501,4.9944443702698,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,58
Tilburg Universiteit,51.564985,5.051778,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,58
Blerick,51.372501373290994,6.1550002098083,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,49
Deurne,51.455833435059006,5.788888931274401,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,49
Horst-Sevenum,51.42638778686499,6.0422220230103,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,49
Venlo,51.36360931396499,6.1727776527405,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,49
Oudenbosch,51.587776184082,4.5333333015442,March,Sunday,nonholiday,off-peak,signal and level crossing failure,infrastructure,high,high,chilly,16
Roosendaal,51.540279388428004,4.4583334922791,March,Sunday,nonholiday,off-peak,signal and level crossing failure,infrastructure,high,high,chilly,16
Doetinchem,51.9585962,6.2962148,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,40
Gaanderen,51.93074,6.3486,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,40
Terborg,51.9224549,6.3642466,March,Sunday,nonholiday,off-peak,tree on the track,external,high,high,chilly,40
Eindhoven Centraal,51.443332672119,5.4813890457153,March,Sunday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,chilly,95
Geldrop,51.419723510741996,5.5505557060242,March,Sunday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,chilly,95
Heeze,51.38499832153301,5.5694446563721005,March,Sunday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,chilly,95
Maarheeze,51.30376236035,5.630342960357701,March,Sunday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,chilly,95
Roermond,51.193054199219,5.9941668510437,March,Sunday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,chilly,95
Weert,51.248611450195,5.703610897064201,March,Sunday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,chilly,95
Heerlen,50.89083480835,5.9749999046326,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,193
Heerlen Woonboulevard,50.896667,5.952222,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,193
Klimmen-Ransdaal,50.866390228271,5.8905553817749,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,193
Meerssen,50.88287939255101,5.7509994506836,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,193
Maastricht,50.850276947021,5.7055554389954,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,193
Houthem-St. Gerlach,50.873332977295,5.7972221374512,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,193
Schin op Geul,50.856388092040994,5.8722224235535005,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,193
Voerendaal,50.887222290039,5.930277824401902,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,193
Valkenburg,50.869720458984006,5.8322219848633,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,193
Maastricht Noord,50.87087,5.71774,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,193
Bunde,50.896945953369,5.7366666793823,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,216
Beek-Elsloo,50.94749832153301,5.786666870117201,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,216
Geleen-Lutterade,50.975555419921996,5.8247222900391,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,216
Maastricht,50.850276947021,5.7055554389954,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,216
Sittard,51.001667022705,5.8586111068726,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,216
Kaldenkirchen,51.327184,6.203225,March,Sunday,nonholiday,off-peak,railway problems abroad,logistical,high,high,chilly,88
Venlo,51.36360931396499,6.1727776527405,March,Sunday,nonholiday,off-peak,railway problems abroad,logistical,high,high,chilly,88
Eygelshoven Markt,50.89604981964401,6.0602474212646,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,137
Heerlen,50.89083480835,5.9749999046326,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,137
Herzogenrath,50.870916,6.094486,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,137
Landgraaf,50.896389007568,6.019166469574,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,137
Chevremont,50.876110076904,6.0597224235535005,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,97
Eygelshoven,50.890556335449,6.0450000762939,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,97
Geleen Oost,50.966945648193,5.8430557250977015,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,97
Hoensbroek,50.905555725098,5.9305553436279,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,97
Heerlen,50.89083480835,5.9749999046326,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,97
Kerkrade Centrum,50.861667633057,6.0574998855591,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,97
Landgraaf,50.896389007568,6.019166469574,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,97
Nuth,50.919445037841996,5.8927779197693,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,97
Spaubeek,50.94327,5.850529,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,97
Schinnen,50.939167022705,5.8744444847107005,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,97
Sittard,51.001667022705,5.8586111068726,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,97
Heerlen,50.89083480835,5.9749999046326,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,96
Heerlen Woonboulevard,50.896667,5.952222,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,96
Klimmen-Ransdaal,50.866390228271,5.8905553817749,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,96
Meerssen,50.88287939255101,5.7509994506836,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,96
Maastricht,50.850276947021,5.7055554389954,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,96
Houthem-St. Gerlach,50.873332977295,5.7972221374512,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,96
Schin op Geul,50.856388092040994,5.8722224235535005,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,96
Voerendaal,50.887222290039,5.930277824401902,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,96
Valkenburg,50.869720458984006,5.8322219848633,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,96
Maastricht Noord,50.87087,5.71774,March,Sunday,nonholiday,off-peak,weather circumstances,weather,high,high,chilly,96
Bunde,50.896945953369,5.7366666793823,March,Sunday,nonholiday,off-peak,repair works,engineering work,high,high,chilly,87
Beek-Elsloo,50.94749832153301,5.786666870117201,March,Sunday,nonholiday,off-peak,repair works,engineering work,high,high,chilly,87
Geleen-Lutterade,50.975555419921996,5.8247222900391,March,Sunday,nonholiday,off-peak,repair works,engineering work,high,high,chilly,87
Maastricht,50.850276947021,5.7055554389954,March,Sunday,nonholiday,off-peak,repair works,engineering work,high,high,chilly,87
Sittard,51.001667022705,5.8586111068726,March,Sunday,nonholiday,off-peak,repair works,engineering work,high,high,chilly,87
Bunde,50.896945953369,5.7366666793823,March,Monday,nonholiday,off-peak,tree on the track,external,medium,high,freezing,113
Beek-Elsloo,50.94749832153301,5.786666870117201,March,Monday,nonholiday,off-peak,tree on the track,external,medium,high,freezing,113
Geleen-Lutterade,50.975555419921996,5.8247222900391,March,Monday,nonholiday,off-peak,tree on the track,external,medium,high,freezing,113
Maastricht,50.850276947021,5.7055554389954,March,Monday,nonholiday,off-peak,tree on the track,external,medium,high,freezing,113
Sittard,51.001667022705,5.8586111068726,March,Monday,nonholiday,off-peak,tree on the track,external,medium,high,freezing,113
Arnhem Centraal,51.985000610352,5.899166584014901,March,Monday,nonholiday,peak,railway problems abroad,logistical,medium,high,freezing,238
Arnhem Velperpoort,51.985279083252,5.9194445610046,March,Monday,nonholiday,peak,railway problems abroad,logistical,medium,high,freezing,238
Duiven,51.943332672119,6.0147223472595,March,Monday,nonholiday,peak,railway problems abroad,logistical,medium,high,freezing,238
Emmerich,51.834283,6.255718,March,Monday,nonholiday,peak,railway problems abroad,logistical,medium,high,freezing,238
Zevenaar,51.923053741455,6.071944236755401,March,Monday,nonholiday,peak,railway problems abroad,logistical,medium,high,freezing,238
Westervoort,51.96286,5.9695,March,Monday,nonholiday,peak,railway problems abroad,logistical,medium,high,freezing,238
Buitenpost,53.2564547,6.1446496,March,Monday,nonholiday,peak,signal failure,infrastructure,medium,high,freezing,147
Hurdegaryp,53.2187783,5.934543,March,Monday,nonholiday,peak,signal failure,infrastructure,medium,high,freezing,147
De Westereen,53.24817,6.03463,March,Monday,nonholiday,peak,signal failure,infrastructure,medium,high,freezing,147
Feanwâlden,53.2351834,5.9886615,March,Monday,nonholiday,peak,signal failure,infrastructure,medium,high,freezing,147
Boxmeer,51.644521767652996,5.939033031463599,March,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,42
Cuijk,51.726682587904996,5.8742952346802,March,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,42
Vierlingsbeek,51.59193,5.99714,March,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,42
Venray,51.526568099006994,6.0141777992248,March,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,42
Antwerpen-Centraal,51.2161,4.42122,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,19
Breda,51.595554351807,4.7800002098083,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,19
Antwerpen-Luchtbal,51.2449375,4.4251543,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,19
Noorderkempen,51.3573,4.6327300000000005,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,19
Eindhoven Centraal,51.443332672119,5.4813890457153,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,13
Eindhoven Strijp-S,51.451110839844,5.4558334350586,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,13
Amsterdam Centraal,52.378887176514,4.9002776145935,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,12
Amsterdam Sloterdijk,52.388889312744,4.8377776145935,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,12
Zaandam,52.438888549805,4.8136110305786,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,16
Zaandam Kogerveld,52.456665039062,4.8202776908875,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,16
Amsterdam Centraal,52.378887176514,4.9002776145935,March,Monday,nonholiday,off-peak,signal failure,infrastructure,medium,high,freezing,155
Amsterdam Sloterdijk,52.388889312744,4.8377776145935,March,Monday,nonholiday,off-peak,signal failure,infrastructure,medium,high,freezing,155
Amsterdam Lelylaan,52.357776641846,4.8338890075684,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,22
Schiphol Airport,52.30944442749001,4.7619442939758,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,22
Boxmeer,51.644521767652996,5.939033031463599,March,Monday,nonholiday,off-peak,signal failure,infrastructure,medium,high,freezing,147
Blerick,51.372501373290994,6.1550002098083,March,Monday,nonholiday,off-peak,signal failure,infrastructure,medium,high,freezing,147
Venlo,51.36360931396499,6.1727776527405,March,Monday,nonholiday,off-peak,signal failure,infrastructure,medium,high,freezing,147
Vierlingsbeek,51.59193,5.99714,March,Monday,nonholiday,off-peak,signal failure,infrastructure,medium,high,freezing,147
Venray,51.526568099006994,6.0141777992248,March,Monday,nonholiday,off-peak,signal failure,infrastructure,medium,high,freezing,147
Amsterdam Centraal,52.378887176514,4.9002776145935,March,Monday,nonholiday,off-peak,signal failure,infrastructure,medium,high,freezing,54
Amsterdam Sloterdijk,52.388889312744,4.8377776145935,March,Monday,nonholiday,off-peak,signal failure,infrastructure,medium,high,freezing,54
Haarlem,52.38777923584001,4.6383333206177015,March,Monday,nonholiday,off-peak,signal failure,infrastructure,medium,high,freezing,54
Haarlem Spaarnwoude,52.382778167725,4.6730556488037,March,Monday,nonholiday,off-peak,signal failure,infrastructure,medium,high,freezing,54
Halfweg-Zwanenburg,52.385935,4.747165,March,Monday,nonholiday,off-peak,signal failure,infrastructure,medium,high,freezing,54
Delft,52.00666809082,4.3563890457153,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,29
Delft Campus,51.990833282471,4.3647222518921,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,29
Den Haag HS,52.069721221924,4.3225002288818,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,29
Den Haag Centraal,52.080276489258004,4.3249998092651,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,29
Den Haag Moerwijk,52.053890228271,4.3086109161377,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,29
Rijswijk,52.039722442627,4.3191666603088,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,29
Rotterdam Centraal,51.92499923705999,4.468888759613,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,29
Schiedam Centrum,51.921243812803,4.4089937210083,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,29
Driebergen-Zeist,52.065277099609006,5.25861120224,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,144
Ede-Wageningen,52.027778625488004,5.6730556488037,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,144
Veenendaal-De Klomp,52.045833587646,5.5738887786865,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,144
Maarn,52.064167022705,5.3699998855591,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,144
Driebergen-Zeist,52.065277099609006,5.25861120224,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,59
Ede-Wageningen,52.027778625488004,5.6730556488037,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,59
Veenendaal-De Klomp,52.045833587646,5.5738887786865,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,59
Maarn,52.064167022705,5.3699998855591,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,59
Nijverdal,52.366111,6.4620000000000015,March,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,19
Raalte,52.391666412354,6.2775001525879,March,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,19
Wierden,52.361389160156,6.5916666984558,March,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,19
Amersfoort Centraal,52.153888702393,5.3705554008484,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,20
Barneveld Centrum,52.139999389648,5.590277671814,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,20
Barneveld Noord,52.161388397216996,5.598055362701402,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,20
Ede-Wageningen,52.027778625488004,5.6730556488037,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,20
Ede Centrum,52.043609619140994,5.6683335304260005,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,20
Lunteren,52.085277557373,5.6244444847107005,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,20
Hoevelaken,52.16652,5.45718,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,20
Barneveld Zuid,52.128853,5.60246,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,20
Emmerich,51.834283,6.255718,March,Monday,nonholiday,peak,railway problems abroad,logistical,medium,high,freezing,48
Zevenaar,51.923053741455,6.071944236755401,March,Monday,nonholiday,peak,railway problems abroad,logistical,medium,high,freezing,48
Amsterdam Lelylaan,52.357776641846,4.8338890075684,March,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,19
Amsterdam Sloterdijk,52.388889312744,4.8377776145935,March,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,19
Schiphol Airport,52.30944442749001,4.7619442939758,March,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,19
Ede-Wageningen,52.027778625488004,5.6730556488037,March,Monday,nonholiday,peak,signal failure,infrastructure,medium,high,freezing,156
Arnhem Centraal,51.985000610352,5.899166584014901,March,Monday,nonholiday,peak,disruption elsewhere,logistical,medium,high,freezing,24
Arnhem Zuid,51.955001831055,5.8519444465637,March,Monday,nonholiday,peak,disruption elsewhere,logistical,medium,high,freezing,24
Elst,51.916942596435,5.8550000190735,March,Monday,nonholiday,peak,disruption elsewhere,logistical,medium,high,freezing,24
Nijmegen,51.843612670898,5.852222442626902,March,Monday,nonholiday,peak,disruption elsewhere,logistical,medium,high,freezing,24
Nijmegen Lent,51.863154,5.859625,March,Monday,nonholiday,peak,disruption elsewhere,logistical,medium,high,freezing,24
Driebergen-Zeist,52.065277099609006,5.25861120224,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,82
Maarn,52.064167022705,5.3699998855591,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,82
Veenendaal Centrum,52.020000457764,5.548611164093,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,82
Veenendaal West,52.028057098389,5.531388759613,March,Monday,nonholiday,peak,collision with a vehicle,accidents,medium,high,freezing,82
Gouda,52.017501831055,4.7044444084167,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,43
Den Haag Centraal,52.080276489258004,4.3249998092651,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,43
Voorburg,52.066665649414,4.3594446182251,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,43
Den Haag Ypenburg,52.055278778076,4.39222240448,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,43
Zoetermeer,52.047500610352,4.477222442626902,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,43
Zoetermeer Oost,52.046390533446996,4.4927778244019,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,43
Lansingerland-Zoetermeer,52.042222,4.517222,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,43
Arnhem Velperpoort,51.985279083252,5.9194445610046,March,Monday,nonholiday,off-peak,signal and level crossing failure,infrastructure,medium,high,freezing,21
Duiven,51.943332672119,6.0147223472595,March,Monday,nonholiday,off-peak,signal and level crossing failure,infrastructure,medium,high,freezing,21
Zevenaar,51.923053741455,6.071944236755401,March,Monday,nonholiday,off-peak,signal and level crossing failure,infrastructure,medium,high,freezing,21
Westervoort,51.96286,5.9695,March,Monday,nonholiday,off-peak,signal and level crossing failure,infrastructure,medium,high,freezing,21
Alphen a/d Rijn,52.124443054199,4.6577777862549,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,109
Boskoop,52.077777862549,4.6469445228577,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,109
Gouda,52.017501831055,4.7044444084167,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,109
Waddinxveen,52.044166564940994,4.6497220993042,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,109
Waddinxveen Noord,52.055000305176,4.6483335494995,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,109
Boskoop Snijdelwijk,52.067658,4.646186,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,109
Waddinxveen Triangel,52.02725,4.6491,March,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,109
Breda,51.595554351807,4.7800002098083,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,40
Etten-Leur,51.57500076294001,4.6358332633972,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,40
Roosendaal,51.540279388428004,4.4583334922791,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,40
Gouda,52.017501831055,4.7044444084167,March,Tuesday,nonholiday,off-peak,over-running engineering works,engineering work,high,high,chilly,47
Gouda Goverwelle,52.014999389648,4.7408332824707005,March,Tuesday,nonholiday,off-peak,over-running engineering works,engineering work,high,high,chilly,47
Woerden,52.084999084473,4.8936109542847,March,Tuesday,nonholiday,off-peak,over-running engineering works,engineering work,high,high,chilly,47
Capelle Schollevaar,51.954166412354,4.5841665267944,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,67
Gouda,52.017501831055,4.7044444084167,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,67
Gouda Goverwelle,52.014999389648,4.7408332824707005,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,67
Nieuwerkerk a/d IJssel,51.965278625488004,4.6169443130493,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,67
Rotterdam Alexander,51.951946258545,4.5536112785339,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,67
Rotterdam Centraal,51.92499923705999,4.468888759613,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,67
Rotterdam Noord,51.94222259521499,4.4816665649414,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,67
Utrecht Centraal,52.088890075684006,5.1102776527405,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,67
Utrecht Terwijde,52.1000753,5.0439547,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,67
Vleuten,52.103056,5.007404,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,67
Woerden,52.084999084473,4.8936109542847,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,67
Utrecht Leidsche Rijn,52.09896,5.0652300000000015,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,67
Blerick,51.372501373290994,6.1550002098083,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,65
Venlo,51.36360931396499,6.1727776527405,March,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,chilly,65
's-Hertogenbosch,51.69048,5.29362,March,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,chilly,42
's-Hertogenbosch Oost,51.700553894043,5.3183331489563,March,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,chilly,42
Oss,51.765556335449,5.5322222709656,March,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,chilly,42
Oss West,51.758056640625,5.505555629730201,March,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,chilly,42
Rosmalen,51.714721679688,5.3680553436279,March,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,chilly,42
Amsterdam Centraal,52.378887176514,4.9002776145935,March,Tuesday,nonholiday,peak,damaged railway bridge,accidents,high,high,chilly,42
Amsterdam Sloterdijk,52.388889312744,4.8377776145935,March,Tuesday,nonholiday,peak,damaged railway bridge,accidents,high,high,chilly,42
